JUDGE,LOT_ID,TAT_4DIELEC_FIRE,mean,gap
1,LOT-120,6540,6528.45,0.17660550458715873
0,LOT-120,6447,6528.45,-1.2633783154955764
0,LOT-120,6447,6528.45,-1.2633783154955764
1,LOT-120,6807,6528.45,4.092111062141916
0,LOT-120,6507,6528.45,-0.32964499769478744
0,LOT-120,6567,6528.45,0.5870260392873485
0,LOT-121,6600,6498.45,1.5386363636363662
0,LOT-121,6480,6498.45,-0.28472222222221943
0,LOT-121,6453,6498.45,-0.7043235704323543
0,LOT-121,6453,6498.45,-0.7043235704323543
0,LOT-121,6453,6498.45,-0.7043235704323543
1,LOT-121,6507,6498.45,0.13139695712310098
0,LOT-121,6480,6498.45,-0.28472222222221943
0,LOT-121,6453,6498.45,-0.7043235704323543
0,LOT-121,6597,6498.45,1.4938608458390206
0,LOT-121,6540,6498.45,0.635321100917434
0,LOT-121,6480,6498.45,-0.28472222222221943
0,LOT-121,6453,6498.45,-0.7043235704323543
0,LOT-121,6507,6498.45,0.13139695712310098
0,LOT-121,6420,6498.45,-1.2219626168224271
0,LOT-121,6453,6498.45,-0.7043235704323543
0,LOT-121,6633,6498.45,2.0284938941655386
0,LOT-121,6513,6498.45,0.22339935513588488
0,LOT-121,6447,6498.45,-0.7980456026058603
0,LOT-121,6480,6498.45,-0.28472222222221943
1,LOT-121,6567,6498.45,1.0438556418455944
0,LOT-122,6567,6492.0,1.1420740063956145
0,LOT-122,6420,6492.0,-1.1214953271028036
0,LOT-122,6540,6492.0,0.7339449541284404
0,LOT-122,6507,6492.0,0.23052097740894423
0,LOT-122,6453,6492.0,-0.604370060437006
0,LOT-122,6420,6492.0,-1.1214953271028036
0,LOT-122,6507,6492.0,0.23052097740894423
0,LOT-122,6447,6492.0,-0.6979990693345742
0,LOT-122,6480,6492.0,-0.1851851851851852
0,LOT-122,6453,6492.0,-0.604370060437006
0,LOT-122,6453,6492.0,-0.604370060437006
0,LOT-122,6513,6492.0,0.32243205895900506
1,LOT-122,6720,6492.0,3.392857142857143
0,LOT-122,6447,6492.0,-0.6979990693345742
0,LOT-122,6447,6492.0,-0.6979990693345742
0,LOT-122,6507,6492.0,0.23052097740894423
0,LOT-122,6540,6492.0,0.7339449541284404
0,LOT-122,6453,6492.0,-0.604370060437006
0,LOT-122,6453,6492.0,-0.604370060437006
0,LOT-122,6513,6492.0,0.32243205895900506
0,LOT-123,6420,6499.95,-1.2453271028037356
0,LOT-123,6453,6499.95,-0.7275685727568545
0,LOT-123,6447,6499.95,-0.821312238250346
0,LOT-123,6420,6499.95,-1.2453271028037356
0,LOT-123,6567,6499.95,1.021014161717682
0,LOT-123,6513,6499.95,0.20036849378167024
1,LOT-123,6753,6499.95,3.7472234562416733
0,LOT-123,6600,6499.95,1.5159090909090935
0,LOT-123,6420,6499.95,-1.2453271028037356
1,LOT-123,6420,6499.95,-1.2453271028037356
0,LOT-123,6453,6499.95,-0.7275685727568545
0,LOT-123,6600,6499.95,1.5159090909090935
0,LOT-123,6420,6499.95,-1.2453271028037356
0,LOT-123,6600,6499.95,1.5159090909090935
0,LOT-123,6540,6499.95,0.6123853211009201
0,LOT-123,6477,6499.95,-0.3543307086614145
0,LOT-123,6453,6499.95,-0.7275685727568545
0,LOT-123,6453,6499.95,-0.7275685727568545
0,LOT-123,6513,6499.95,0.20036849378167024
0,LOT-123,6477,6499.95,-0.3543307086614145
0,LOT-124,6447,6511.2,-0.9958120055839897
0,LOT-124,6600,6511.2,1.3454545454545483
0,LOT-124,6573,6511.2,0.9402099497946171
0,LOT-124,6780,6511.2,3.964601769911507
0,LOT-124,6513,6511.2,0.02763703362506037
0,LOT-124,6447,6511.2,-0.9958120055839897
0,LOT-124,6447,6511.2,-0.9958120055839897
0,LOT-124,6447,6511.2,-0.9958120055839897
0,LOT-124,6513,6511.2,0.02763703362506037
0,LOT-124,6630,6511.2,1.791855203619912
0,LOT-124,6660,6511.2,2.234234234234237
0,LOT-124,6507,6511.2,-0.06454587367450158
0,LOT-124,6480,6511.2,-0.4814814814814787
0,LOT-124,6480,6511.2,-0.4814814814814787
0,LOT-124,6480,6511.2,-0.4814814814814787
0,LOT-124,6420,6511.2,-1.4205607476635485
0,LOT-124,6480,6511.2,-0.4814814814814787
0,LOT-124,6453,6511.2,-0.9019060901906063
0,LOT-124,6420,6511.2,-1.4205607476635485
0,LOT-124,6447,6511.2,-0.9958120055839897
0,LOT-125,6660,6527.25,1.9932432432432434
0,LOT-125,6573,6527.25,0.6960292104062072
0,LOT-125,6480,6527.25,-0.7291666666666666
0,LOT-125,6453,6527.25,-1.1506276150627615
0,LOT-125,6453,6527.25,-1.1506276150627615
0,LOT-125,6420,6527.25,-1.6705607476635513
0,LOT-125,6600,6527.25,1.1022727272727273
0,LOT-125,6540,6527.25,0.19495412844036697
1,LOT-125,6633,6527.25,1.5943012211668928
0,LOT-125,6453,6527.25,-1.1506276150627615
0,LOT-125,6600,6527.25,1.1022727272727273
0,LOT-125,6573,6527.25,0.6960292104062072
0,LOT-125,6420,6527.25,-1.6705607476635513
0,LOT-125,6480,6527.25,-0.7291666666666666
0,LOT-125,6420,6527.25,-1.6705607476635513
0,LOT-125,6447,6527.25,-1.2447650069799907
0,LOT-125,6600,6527.25,1.1022727272727273
1,LOT-125,6720,6527.25,2.868303571428571
0,LOT-125,6513,6527.25,-0.21879318286503915
0,LOT-125,6507,6527.25,-0.3112033195020747
0,LOT-126,6540,6733.95,-2.9655963302752264
0,LOT-126,8967,6733.95,24.902977584476417
0,LOT-126,6453,6733.95,-4.353788935378891
1,LOT-126,6513,6733.95,-3.392445877475815
0,LOT-126,6507,6733.95,-3.4877823881973233
0,LOT-126,8973,6733.95,24.953192912069543
0,LOT-126,6453,6733.95,-4.353788935378891
0,LOT-126,6480,6733.95,-3.9189814814814787
0,LOT-126,6447,6733.95,-4.4509073987901315
0,LOT-126,6453,6733.95,-4.353788935378891
0,LOT-126,6540,6733.95,-2.9655963302752264
0,LOT-126,6480,6733.95,-3.9189814814814787
0,LOT-126,6453,6733.95,-4.353788935378891
0,LOT-126,6633,6733.95,-1.5219357756671164
0,LOT-126,6420,6733.95,-4.890186915887847
0,LOT-126,6507,6733.95,-3.4877823881973233
0,LOT-126,6420,6733.95,-4.890186915887847
0,LOT-126,6420,6733.95,-4.890186915887847
0,LOT-126,6447,6733.95,-4.4509073987901315
0,LOT-126,6573,6733.95,-2.4486535828388836
0,LOT-127,6420,6517.95,-1.5257009345794363
0,LOT-127,6480,6517.95,-0.5856481481481453
0,LOT-127,6447,6517.95,-1.100511865984176
0,LOT-127,6513,6517.95,-0.07600184246890554
0,LOT-127,6513,6517.95,-0.07600184246890554
1,LOT-127,6540,6517.95,0.33715596330275505
0,LOT-127,6507,6517.95,-0.16828031350852649
0,LOT-127,6480,6517.95,-0.5856481481481453
0,LOT-127,6480,6517.95,-0.5856481481481453
0,LOT-127,6447,6517.95,-1.100511865984176
1,LOT-127,6813,6517.95,4.330691325407312
0,LOT-127,6567,6517.95,0.7469164001827346
1,LOT-127,6600,6517.95,1.2431818181818208
0,LOT-127,6480,6517.95,-0.5856481481481453
0,LOT-127,6573,6517.95,0.8375171154723897
0,LOT-127,6507,6517.95,-0.16828031350852649
0,LOT-127,6453,6517.95,-1.0065086006508572
0,LOT-127,6633,6517.95,1.7345092718227075
0,LOT-127,6453,6517.95,-1.0065086006508572
0,LOT-127,6453,6517.95,-1.0065086006508572
0,LOT-128,6420,6499.8,-1.2429906542056102
0,LOT-128,6453,6499.8,-0.72524407252441
